task,task_id,model,type,logfile,done,reward,success,num_actions
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/585.json,585,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/585.json,True,0.0,0.0,10
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/586.json,586,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/586.json,True,0.0,0.0,25
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/588.json,588,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/588.json,True,0.0,0.0,26
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/589.json,589,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/589.json,True,0.0,0.0,25
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/654.json,654,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/654.json,True,0.75,1.0,12
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/655.json,655,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/655.json,True,0.5,1.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/656.json,656,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/656.json,True,0.75,1.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/657.json,657,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/657.json,True,0.5,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/690.json,690,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/690.json,True,1.0,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/691.json,691,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/691.json,True,0.0,0.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/692.json,692,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/692.json,True,1.0,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/693.json,693,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/693.json,True,1.0,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/792.json,792,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/792.json,True,1.0,1.0,2
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/793.json,793,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/793.json,True,1.0,1.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/794.json,794,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/794.json,True,1.0,1.0,17
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/795.json,795,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/795.json,True,1.0,1.0,10
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/796.json,796,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/796.json,True,0.0,0.0,10
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/798.json,798,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/798.json,True,1.0,1.0,14
