task,task_id,model,type,logfile,done,reward,success,num_actions
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/789.json,789,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/789.json,True,1.0,1.0,12
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/799.json,799,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/799.json,True,0.0,0.0,25
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/800.json,800,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/800.json,True,0.8,1.0,25
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/801.json,801,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/801.json,True,1.0,1.0,21
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/803.json,803,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/803.json,True,0.5,1.0,23
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/804.json,804,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/804.json,True,0.0,0.0,26
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/805.json,805,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/805.json,True,1.0,1.0,25
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/806.json,806,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/806.json,True,1.0,1.0,13
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/807.json,807,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/807.json,True,1.0,1.0,26
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/808.json,808,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/808.json,True,1.0,1.0,8
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/809.json,809,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/809.json,True,1.0,1.0,8
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/810.json,810,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/810.json,True,0.5,1.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/811.json,811,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/811.json,True,1.0,1.0,5
